Project_ID,CO2_Reduction,Energy_Output,Environmental_Risk_Index,Konteks_Lingkungan,Peringkat_Dampak,Investment_Cost,Revenue_Stream,Debt_Ratio,Payment_Delay,Konteks_Proyek,Status_Rank,GDP_Growth,Interest_Rate,Bond_Yield,Konteks_Ekonomi,Daya_Tarik_Investasi
PLTS-KALTIM-101,80530,23033,35,Lake Davidport: radiasi matahari tinggi,High: ★★★★★,213.92,17.93,0.6,24,"PLTS di North Lisa, biaya logistik tinggi",Medium: ★★★★☆☆☆☆,3.9,4.4,5.6,North Michelleland: pariwisata berkembang,High: 💵💵💵💵💵
PLTS-SULS-102,107448,23461,37,Coxberg: cuaca stabil,Medium: ★★★☆☆,162.47,18.12,0.59,41,"PLTS di Anthonystad, biaya logistik tinggi",High: ★★☆,5.2,4.3,5.4,Johnsonland: pertumbuhan stabil,Medium: 💵💵💵
PLTA-BANTEN-103,45535,18776,61,Sarahfort: debit air kuat,Medium: ★★★☆☆,98.67,8.16,0.53,56,"PLTA di West Aaron, akses mudah",Medium: ★★★★★☆,6,3.2,4,East Tanyastad: pariwisata berkembang,High: 💵💵💵💵
PLTS-JABW-104,80658,32827,34,Shawntown: radiasi matahari tinggi,Medium: ★★☆☆☆,122.24,14.38,0.46,38,"PLTS di Shaneton, akses mudah",High: ★★★,3.2,4.2,5,Murphyfort: ekonomi agro,Low: 💵💵
PLTS-JABAR-105,59681,28541,37,East Lynnfurt: debit air kuat,Medium: ★★☆☆☆,121.8,6.63,0.69,17,"PLTS di Jasmineton, tantangan lahan",High: ★★★★★☆☆☆☆,5.5,4,5.6,Griffinfurt: pertumbuhan stabil,High: 💵💵💵💵
PLTA-SUMUT-106,39299,11897,34,"Tapanuli: banjir musiman, debit air stabil",High: ★★★★★,147.72,12.54,0.58,60,"PLTA di East Davidtown, akses mudah",High: ★★,5.3,3.4,4.8,Richardshaven: pertumbuhan stabil,High: 💵💵💵💵💵
PLTM-NTB-107,34424,15351,58,Charlestown: radiasi matahari tinggi,High: ★★★★☆,172.84,15.8,0.64,60,"PLTM di Patriciamouth, biaya logistik tinggi",Low: ★★,5.5,4.7,5.8,West Daniel: ekonomi agro,High: 💵💵💵💵💵
PLTM-JABW-108,39963,11730,69,Suzannebury: cuaca stabil,High: ★★★★☆,116.18,13.48,0.6,11,"PLTM di Ryanstad, akses mudah",Low: ★★★★★☆☆,3.9,4.1,4.9,North Joshuamouth: pertumbuhan stabil,Medium: 💵💵💵
PLTM-NTT-109,40884,10042,50,"Sumba: radiasi matahari tinggi, rawan kekeringan",Low: ★☆☆☆☆,55.52,3.94,0.36,57,"PLTM di Lake Georgeport, tantangan lahan",Medium: ★★★★☆☆,3.7,4.4,5.6,Steventown: pertumbuhan stabil,High: 💵💵💵💵
PLTS-KALSEL-110,81381,20165,34,Emilyborough: debit air kuat,Medium: ★★★☆☆,149.82,8.51,0.75,49,"PLTS di Alexanderburgh, biaya logistik tinggi",Low: ★☆,5.7,3.9,4.9,South Laurieton: ekonomi agro,Medium: 💵💵💵
PLTB-JATENG-111,52083,9833,41,Grantview: cuaca stabil,Medium: ★★★☆☆,115.9,6.95,0.57,38,"PLTB di Markhaven, biaya logistik tinggi",Low: ★☆☆☆,6.4,4.3,5.1,Sharontown: pertumbuhan stabil,Medium: 💵💵💵
PLTA-JABW-112,55725,23597,58,Port Michael: debit air kuat,High: ★★★★★,152.98,10.26,0.67,43,"PLTA di Jimenezport, permintaan pasar tinggi",Medium: ★☆☆☆☆,5.3,4.4,5.6,Lake Ronald: pariwisata berkembang,High: 💵💵💵💵
PLTM-SULTRA-113,42346,10394,68,West Brandon: debit air kuat,Medium: ★★★☆☆,159.88,19.43,0.53,24,"PLTM di West Victor, tantangan lahan",Medium: ★★★★☆☆☆☆,6.4,4.1,4.9,Boydfort: ekonomi agro,High: 💵💵💵💵💵
PLTB-BALI-114,45161,16718,51,Stephenchester: radiasi matahari tinggi,High: ★★★★☆,176.14,12.07,0.6,33,"PLTB di Crossborough, akses mudah",Low: ★☆,6.7,4.9,6,Port Douglas: pariwisata berkembang,Low: 💵💵
PLTA-KALB-115,50380,18480,54,Lake Ebonytown: risiko sedang,Medium: ★★★☆☆,98.86,7.4,0.43,47,"PLTA di East Patrickshire, permintaan pasar tinggi",High: ★★★★☆☆☆☆,5.3,4.3,5.2,Brianbury: pertumbuhan stabil,Medium: 💵💵💵
PLTA-SULU-116,65739,13096,23,New Charles: radiasi matahari tinggi,Medium: ★★☆☆☆,161.22,16.27,0.77,42,"PLTA di West Lorihaven, akses mudah",Low: ★☆☆,4.6,4.5,5.5,South Marvin: industri kuat,High: 💵💵💵💵
PLTA-SULTRA-117,48273,21534,54,East Jenniferton: cuaca stabil,High: ★★★★☆,71.18,7.8,0.74,46,"PLTA di East Karl, akses mudah",High: ★★★★★,4.5,4.2,5.3,Eileenport: pariwisata berkembang,High: 💵💵💵💵💵
PLTA-NTT-118,52606,15798,34,"Sumba: radiasi matahari tinggi, rawan kekeringan",Medium: ★★☆☆☆,148.72,15.39,0.65,54,"PLTA di North Jose, permintaan pasar tinggi",Low: ★★,4.7,4.4,4.5,Mackenzieshire: ekonomi agro,Medium: 💵💵💵
PLTS-JATENG-119,92231,16301,31,West Sharonmouth: risiko sedang,High: ★★★★☆,94.02,5.09,0.72,11,"PLTS di West Aaron, biaya logistik tinggi",Medium: ★★★☆☆☆,4.6,4.2,5.2,Lake Jeffreyton: industri kuat,Medium: 💵💵💵
PLTA-JABAR-120,54770,18307,25,Lake Julie: radiasi matahari tinggi,High: ★★★★☆,199.81,14.01,0.44,46,"PLTA di Juarezchester, biaya logistik tinggi",High: ★☆☆☆☆,4.7,4.8,6.1,West Amyport: pertumbuhan stabil,Medium: 💵💵💵
PLTB-JABW-121,46513,16602,40,Port Donna: debit air kuat,Medium: ★★★☆☆,253.84,22.25,0.64,38,"PLTB di Thomasstad, tantangan lahan",High: ★☆☆,5.8,4.1,5,North Elizabethbury: ekonomi agro,Medium: 💵💵💵
PLTS-DIY-122,72054,24641,34,North Danielleside: radiasi matahari tinggi,High: ★★★★☆,186.38,15.1,0.67,47,"PLTS di Jefffurt, tantangan lahan",Medium: ★★★★★☆☆☆☆,4.9,4,4.4,West Blakestad: ekonomi agro,Low: 💵💵
PLTM-NTT-123,41414,13039,64,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★★,5.19,0.63,0.59,59,"PLTM di Gabrielaside, akses mudah",Low: ★☆,5.9,3.5,4.7,South Deborahborough: ekonomi agro,Medium: 💵💵💵
PLTM-DIY-124,27626,10128,74,Berryfurt: risiko sedang,Medium: ★★★☆☆,140.47,11.85,0.69,55,"PLTM di Matthewsfurt, akses mudah",High: ★☆,5.4,4.1,5.2,Port Taylortown: ekonomi agro,Low: 💵💵
PLTB-NTT-125,74034,17769,48,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★★,202.53,20.68,0.72,46,"PLTB di Danchester, tantangan lahan",Medium: ★★★☆☆☆☆,5.5,3.4,4.9,Matthewshire: pariwisata berkembang,High: 💵💵💵💵
PLTS-JATENG-126,57804,26513,27,Jacksonton: radiasi matahari tinggi,Medium: ★★☆☆☆,146.79,12.71,0.63,49,"PLTS di Brettland, tantangan lahan",Low: ★★☆,5.3,4.8,5.9,Nguyenview: ekonomi agro,Low: 💵💵
PLTB-GORONT-127,47558,21856,62,Beckton: cuaca stabil,Medium: ★★★☆☆,88.62,8.15,0.67,29,"PLTB di Swansonbury, permintaan pasar tinggi",Low: ★,4.8,4.7,5.7,Port Kimberlyfurt: industri kuat,Medium: 💵💵💵
PLTM-KALB-128,35879,11480,55,Shelbyfort: radiasi matahari tinggi,Medium: ★★★☆☆,95.19,4.87,0.76,51,"PLTM di Port Mitchell, akses mudah",Medium: ★★☆☆☆,4.3,3.5,3.9,Stewarttown: industri kuat,Low: 💵💵
PLTM-MALUKU-129,30527,8030,71,West Cindy: cuaca stabil,Medium: ★★☆☆☆,200.49,13.28,0.83,59,"PLTM di Garciafort, tantangan lahan",High: ★★★★,5.8,3.8,4.1,Jamesbury: pariwisata berkembang,High: 💵💵💵💵
PLTA-MALUKU-130,72909,12441,20,New Maria: radiasi matahari tinggi,Medium: ★★☆☆☆,201.13,25.9,0.74,14,"PLTA di Raymondmouth, tantangan lahan",Medium: ★★★★★☆☆☆☆,5.5,4.3,5.6,Francesborough: pariwisata berkembang,High: 💵💵💵💵
PLTS-JABAR-131,86383,26405,36,Christineville: radiasi matahari tinggi,Medium: ★★★☆☆,146.87,9.53,0.57,12,"PLTS di East Guyberg, biaya logistik tinggi",Low: ★,3.6,4,4.7,Oliviamouth: ekonomi agro,High: 💵💵💵💵💵
PLTB-MALUKU-132,38964,18719,65,Lake Keith: debit air kuat,Medium: ★★★☆☆,195.92,9.52,0.5,60,"PLTB di South Robinburgh, biaya logistik tinggi",High: ★★☆☆,5.8,3.5,4.4,South Linda: pariwisata berkembang,High: 💵💵💵💵💵
PLTB-MALUKU-133,55500,14126,46,Vincentport: risiko sedang,High: ★★★★★,83.3,5.66,0.63,38,"PLTB di Timothyview, biaya logistik tinggi",Low: ★★★★★☆☆☆,3.7,4.2,5.2,North James: ekonomi agro,High: 💵💵💵💵💵
PLTM-SUMUT-134,38867,12671,68,"Tapanuli: banjir musiman, debit air stabil",High: ★★★★★,156.26,11.16,0.61,43,"PLTM di Kayleeside, akses mudah",Medium: ★★★★☆,5.4,4,5,East Marilynchester: ekonomi agro,Medium: 💵💵💵
PLTS-BALI-135,64470,21685,20,Holand: radiasi matahari tinggi,Low: ★☆☆☆☆,237.48,13.09,0.53,16,"PLTS di Danielhaven, tantangan lahan",High: ★★★★★☆☆☆,4.4,4.4,5.3,New Ryanton: ekonomi agro,Medium: 💵💵💵
PLTS-BALI-136,93716,21632,37,West Michellefort: risiko sedang,High: ★★★★★,108.23,13.3,0.48,29,"PLTS di Scottton, tantangan lahan",Low: ★★★,5.2,4.3,5.4,Bowersport: industri kuat,High: 💵💵💵💵
PLTA-JATENG-137,48147,17480,45,West Cassandraview: risiko sedang,High: ★★★★☆,142.65,14.16,0.82,57,"PLTA di Kristinborough, biaya logistik tinggi",Low: ★★★☆☆,4.6,3.3,4.3,Paulaton: pariwisata berkembang,High: 💵💵💵💵
PLTM-PAPU-138,53057,9588,71,New Nancy: radiasi matahari tinggi,High: ★★★★★,233.89,16.12,0.66,41,"PLTM di North Staceyton, akses mudah",Low: ★☆☆,6.3,3.8,4.7,Lake Gloriastad: industri kuat,High: 💵💵💵💵💵
PLTS-KALB-139,66274,19926,28,New Patricia: radiasi matahari tinggi,High: ★★★★★,88.8,7.16,0.52,49,"PLTS di Valdezstad, akses mudah",Low: ★★★★★☆☆☆,5.2,3.2,4.3,South Erikville: pariwisata berkembang,Medium: 💵💵💵
PLTS-BANTEN-140,87502,15031,38,Blackburnmouth: debit air kuat,Medium: ★★★☆☆,211.38,11.8,0.77,56,"PLTS di Johnsonchester, akses mudah",High: ★★★★☆☆☆,5.3,3.6,4.6,Port William: pariwisata berkembang,High: 💵💵💵💵
PLTM-SULTRA-141,38908,12228,60,Grahamborough: radiasi matahari tinggi,High: ★★★★★,103.97,8.67,0.46,60,"PLTM di New Nancymouth, tantangan lahan",High: ★★★★☆,4.9,3.5,4.3,Michellefurt: industri kuat,Medium: 💵💵💵
PLTB-SULU-142,62360,22365,54,Lake Jamestown: debit air kuat,High: ★★★★★,95.38,7.03,0.72,22,"PLTB di South Sarahton, akses mudah",Medium: ★★★,5.1,5.2,6.3,New Manuel: ekonomi agro,Low: 💵💵
PLTS-KALB-143,77880,23454,36,West Brandi: radiasi matahari tinggi,Low: ★☆☆☆☆,142.38,13.41,0.7,20,"PLTS di East Angelamouth, permintaan pasar tinggi",Low: ★★★★☆☆☆☆,4.4,3.3,3.7,North Stephanie: pariwisata berkembang,High: 💵💵💵💵💵
PLTB-ACHD-144,55079,13586,12,Williamsfort: radiasi matahari tinggi,High: ★★★★★,169.43,22,0.6,36,"PLTB di South Jesseside, biaya logistik tinggi",Low: ★★★★☆☆☆☆,5.7,4,5,West Kurtfort: pariwisata berkembang,High: 💵💵💵💵
PLTM-JABAR-145,41433,11129,57,Martinezhaven: cuaca stabil,Medium: ★★★☆☆,166.08,11.07,0.7,16,"PLTM di South Shaunview, permintaan pasar tinggi",Medium: ★★★★☆☆☆,4.9,3.6,4.8,Port Carla: industri kuat,Low: 💵💵
PLTB-KALTIM-146,41015,18112,44,West Jessica: cuaca stabil,High: ★★★★★,204.29,18.28,0.6,11,"PLTB di Nolanmouth, permintaan pasar tinggi",High: ★★★★★,5.7,4.7,5.9,South Jacquelineland: industri kuat,High: 💵💵💵💵💵
PLTS-DIY-147,75155,18440,24,Lake Calvin: radiasi matahari tinggi,Medium: ★★☆☆☆,134.74,9.14,0.58,17,"PLTS di Emilyland, biaya logistik tinggi",High: ★★★★☆☆☆☆,5,4.3,5.3,Hannahfort: industri kuat,Medium: 💵💵💵
PLTB-KALB-148,54865,18257,15,Brownstad: cuaca stabil,High: ★★★★☆,103.03,7.95,0.48,46,"PLTB di Reynoldsview, akses mudah",Low: ★★★★★☆☆,5.5,4.8,6.2,South Brandon: industri kuat,Medium: 💵💵💵
PLTB-ACHD-149,47865,23962,47,Port Cynthiabury: risiko sedang,High: ★★★★☆,133.15,9.02,0.57,15,"PLTB di Rodriguezfurt, permintaan pasar tinggi",High: ★★★★★,4.7,4.1,5.1,South Alexandrachester: pertumbuhan stabil,High: 💵💵💵💵💵
PLTS-SULTRA-150,75045,27184,46,Davidstad: debit air kuat,High: ★★★★★,197.48,9.93,0.34,12,"PLTS di South Anthony, tantangan lahan",Low: ★★★☆☆☆☆,5.7,3.3,4.2,Bradfordfurt: ekonomi agro,Medium: 💵💵💵
PLTM-JABAR-151,26809,6594,60,New Jasonborough: cuaca stabil,High: ★★★★☆,187.96,12.87,0.34,57,"PLTM di Ramseybury, permintaan pasar tinggi",High: ★★★☆☆☆,4.6,4.2,4.8,Karenborough: industri kuat,Low: 💵💵
PLTB-BANTEN-152,51833,17938,53,Kathleenville: risiko sedang,High: ★★★★☆,155.98,9.44,0.72,14,"PLTB di West Erica, tantangan lahan",Low: ★★☆☆☆☆,4.9,4,4.7,Davidshire: pertumbuhan stabil,Medium: 💵💵💵
PLTA-BALI-153,45567,14460,42,Andersenmouth: debit air kuat,High: ★★★★★,235.59,12.38,0.44,44,"PLTA di Woodsfurt, tantangan lahan",High: ★★☆☆,6.2,3.9,4.7,Danielsside: ekonomi agro,Low: 💵💵
PLTS-JABAR-154,90598,21971,53,Blackwelltown: radiasi matahari tinggi,Medium: ★★☆☆☆,183.9,12.92,0.82,33,"PLTS di Garciashire, tantangan lahan",Medium: ★★★☆☆☆,4.5,4.4,5.5,Kingberg: pariwisata berkembang,High: 💵💵💵💵
PLTB-KALTIM-155,63017,24246,45,Christopherstad: radiasi matahari tinggi,High: ★★★★★,112.33,10.02,0.53,43,"PLTB di New Bethanyland, permintaan pasar tinggi",Low: ★★★★,6.6,4.1,5,Gregoryburgh: pertumbuhan stabil,High: 💵💵💵💵
PLTA-PAPU-156,51846,12611,30,Martinside: radiasi matahari tinggi,Medium: ★★☆☆☆,210.02,14.04,0.5,30,"PLTA di Tuckerview, permintaan pasar tinggi",High: ★★★★☆☆☆,5.4,4.6,5.8,New Tamara: ekonomi agro,Medium: 💵💵💵
PLTA-BANTEN-157,59960,14972,23,Robertshire: debit air kuat,Low: ★☆☆☆☆,225.07,16.55,0.57,32,"PLTA di Hollowayberg, tantangan lahan",Low: ★☆,6.1,4.3,5.4,Amandachester: ekonomi agro,High: 💵💵💵💵
PLTM-JABAR-158,50155,10069,64,Brianfurt: cuaca stabil,Medium: ★★☆☆☆,152.85,13.05,0.75,48,"PLTM di East Ashleytown, tantangan lahan",Low: ★★★☆☆,5.4,4.3,5.6,East Samuel: pertumbuhan stabil,Low: 💵💵
PLTS-JATENG-159,69525,20803,24,Larsenton: risiko sedang,High: ★★★★☆,51.68,6.26,0.49,33,"PLTS di Lake Jeremyland, permintaan pasar tinggi",High: ★★,4.8,3.9,5,Morganshire: pariwisata berkembang,High: 💵💵💵💵
PLTB-JABAR-160,58157,21441,36,Andrealand: radiasi matahari tinggi,High: ★★★★☆,141.64,12.13,0.58,25,"PLTB di Lake Laura, biaya logistik tinggi",Medium: ★★★★★☆,6.3,4.2,5.4,Grantmouth: pertumbuhan stabil,High: 💵💵💵💵
PLTS-SULTRA-161,84943,30867,36,Castroside: radiasi matahari tinggi,High: ★★★★☆,85.16,7.49,0.53,55,"PLTS di North Lisaville, tantangan lahan",Medium: ★★★★☆☆☆,4.6,4.3,5.7,Susanmouth: industri kuat,High: 💵💵💵💵💵
PLTM-KALB-162,35148,12926,72,Port Kelly: cuaca stabil,Medium: ★★★☆☆,162.04,21.39,0.66,55,"PLTM di Port Donald, tantangan lahan",Medium: ★★★☆☆☆☆,3.6,4.4,5.5,Lake Duane: pertumbuhan stabil,High: 💵💵💵💵💵
PLTA-SULTRA-163,62897,20692,42,Davidside: radiasi matahari tinggi,High: ★★★★★,88.79,6.73,0.51,55,"PLTA di Bennettshire, akses mudah",Low: ★★☆☆☆,4.5,4.3,5.8,Clarkton: ekonomi agro,High: 💵💵💵💵
PLTB-ACHD-164,53946,13216,51,Georgeburgh: cuaca stabil,Medium: ★★★☆☆,209.83,14.23,0.59,46,"PLTB di Jasonfort, permintaan pasar tinggi",High: ★★,5,3.6,4.8,Tanyaborough: pariwisata berkembang,High: 💵💵💵💵💵
PLTS-JATIM-165,73185,27097,26,New Monicamouth: radiasi matahari tinggi,Medium: ★★★☆☆,128.13,12.1,0.56,55,"PLTS di Cooperfurt, tantangan lahan",High: ★☆☆☆,6.4,3.8,4.9,East Jeffreyborough: pariwisata berkembang,High: 💵💵💵💵
PLTS-BALI-166,88988,17908,17,Elaineton: debit air kuat,Medium: ★★★☆☆,73.72,7.76,0.54,43,"PLTS di Tracyfurt, permintaan pasar tinggi",High: ★★★★★☆☆☆,7,3.7,4.8,Stantonhaven: industri kuat,High: 💵💵💵💵💵
PLTB-SULS-167,65421,26024,75,Anthonymouth: cuaca stabil,High: ★★★★☆,210.42,21.14,0.66,43,"PLTB di Matthewburgh, akses mudah",Medium: ★★☆☆,5.6,3.7,4.5,Port Danielburgh: ekonomi agro,Medium: 💵💵💵
PLTA-KALSEL-168,49966,17319,38,Hortonmouth: cuaca stabil,Medium: ★★☆☆☆,184.82,18.32,0.61,50,"PLTA di Garrettview, permintaan pasar tinggi",High: ★★★★★☆☆☆☆,6.2,3.4,4.3,North Jennifer: industri kuat,High: 💵💵💵💵
PLTM-KALSEL-169,29982,6400,54,Torresshire: risiko sedang,Medium: ★★☆☆☆,143.91,15.87,0.66,49,"PLTM di Spencerbury, permintaan pasar tinggi",Low: ★☆☆☆☆,4.2,4.9,6.3,Lake Roger: pertumbuhan stabil,High: 💵💵💵💵💵
PLTA-GORONT-170,55820,17094,30,Katiebury: risiko sedang,High: ★★★★☆,131.39,13.37,0.79,36,"PLTA di New Christopher, biaya logistik tinggi",High: ★★★☆☆,6.2,3.8,4.5,New Danielside: pariwisata berkembang,High: 💵💵💵💵💵
PLTM-KALTIM-171,35986,6694,58,Austinfort: debit air kuat,Medium: ★★☆☆☆,142.62,10.08,0.44,14,"PLTM di New Kristinafort, biaya logistik tinggi",Medium: ★★★★☆☆☆,5.4,3.7,4.3,Gibsonshire: industri kuat,Medium: 💵💵💵
PLTM-BALI-172,14894,11917,72,Lake Daisyland: radiasi matahari tinggi,High: ★★★★★,233.06,16.51,0.54,30,"PLTM di Adamside, permintaan pasar tinggi",Medium: ★★★★★,5.4,3.5,4.6,Gonzalesburgh: pariwisata berkembang,Low: 💵💵
PLTA-KALB-173,57660,22907,43,Williamsville: risiko sedang,Medium: ★★★☆☆,139.82,8.73,0.52,27,"PLTA di Lorraineburgh, tantangan lahan",Low: ★★★☆,4.8,4.2,5.5,Lake Janet: industri kuat,Low: 💵💵
PLTB-MALUKU-174,41968,23970,40,Waltermouth: risiko sedang,High: ★★★★★,148.93,9.69,0.36,20,"PLTB di Morrismouth, permintaan pasar tinggi",Low: ★★★★,5.7,4.4,5.3,East Robertborough: ekonomi agro,Medium: 💵💵💵
PLTB-BANTEN-175,50669,20063,21,Marcborough: radiasi matahari tinggi,Medium: ★★★☆☆,123.55,11.85,0.47,15,"PLTB di New Jeffrey, tantangan lahan",Low: ★★★★★☆☆,5.2,3.3,4.4,North Micheleport: pariwisata berkembang,High: 💵💵💵💵💵
PLTS-SUMUT-176,74465,16924,46,"Tapanuli: banjir musiman, debit air stabil",Medium: ★★★☆☆,113.27,7.23,0.62,51,"PLTS di South Amandaburgh, tantangan lahan",Low: ★★★★☆☆☆,5.9,3.5,4.5,Port David: ekonomi agro,High: 💵💵💵💵
PLTA-JABW-177,54288,20772,47,Lisamouth: debit air kuat,Medium: ★★★☆☆,131.65,8.35,0.61,35,"PLTA di East Alexandraburgh, biaya logistik tinggi",Medium: ★☆,4.1,2.5,3.6,Louismouth: industri kuat,Medium: 💵💵💵
PLTB-KALSEL-178,59039,8548,29,Melindabury: radiasi matahari tinggi,High: ★★★★☆,180.96,21.92,0.6,49,"PLTB di Barbaraborough, biaya logistik tinggi",Medium: ★★★☆☆,4.4,3.9,5.3,Lake Jeffrey: industri kuat,High: 💵💵💵💵💵
PLTA-SULTRA-179,43540,14803,37,Jennaland: risiko sedang,Medium: ★★☆☆☆,102.33,8.44,0.76,42,"PLTA di Lake Joann, tantangan lahan",Low: ★★★☆,5.3,3.9,4.8,Wilsonstad: pertumbuhan stabil,Low: 💵💵
PLTB-KALSEL-180,34368,21532,43,Lake Gregory: risiko sedang,High: ★★★★☆,140.98,20.28,0.63,42,"PLTB di New Emilymouth, akses mudah",Medium: ★★☆,4.4,3.8,5.1,New Michaelburgh: ekonomi agro,High: 💵💵💵💵💵
PLTA-MALUKU-181,51132,12246,58,Lake Steven: radiasi matahari tinggi,Medium: ★★★☆☆,116.59,13.7,0.71,42,"PLTA di Lake Donaldfort, tantangan lahan",Low: ★★★☆☆,4.6,4.6,5.6,Rachelland: ekonomi agro,Medium: 💵💵💵
PLTB-KALB-182,58527,19938,32,West Joseshire: radiasi matahari tinggi,High: ★★★★☆,117.82,11.85,0.57,56,"PLTB di Charleston, biaya logistik tinggi",High: ★★★★★,4.7,3.5,4.6,Thomasport: pariwisata berkembang,Medium: 💵💵💵
PLTS-ACHD-183,105937,19662,35,Ashleybury: debit air kuat,Medium: ★★☆☆☆,220.61,17.3,0.65,50,"PLTS di Jackburgh, tantangan lahan",Low: ★,4.2,4.2,5.1,Robertobury: industri kuat,High: 💵💵💵💵💵
PLTM-KALB-184,41900,15562,80,Dakotahaven: cuaca stabil,Medium: ★★★☆☆,178.98,15.48,0.62,36,"PLTM di Martinezchester, akses mudah",Medium: ★★★★★,4.7,4.2,5.1,Rayfurt: pariwisata berkembang,High: 💵💵💵💵
PLTS-KALTIM-185,77526,31587,24,Lake Phillipside: risiko sedang,Medium: ★★★☆☆,206.99,22.01,0.59,45,"PLTS di Brownfurt, permintaan pasar tinggi",Medium: ★★☆,3.3,3.7,5.1,South Kevintown: pariwisata berkembang,High: 💵💵💵💵
PLTA-SULTRA-186,49771,14002,37,Port Roy: radiasi matahari tinggi,High: ★★★★☆,192.03,17.46,0.58,56,"PLTA di New Brendaside, permintaan pasar tinggi",Low: ★★★,4.7,3.8,4.5,Travisville: pariwisata berkembang,Medium: 💵💵💵
PLTM-SULU-187,46307,11033,67,Jasonberg: radiasi matahari tinggi,High: ★★★★☆,226.07,22.6,0.56,55,"PLTM di Whiteberg, akses mudah",Medium: ★★★★★☆☆,5.3,4,4.7,Brandonchester: pariwisata berkembang,Medium: 💵💵💵
PLTS-SULU-188,79865,19104,46,Antoniomouth: debit air kuat,High: ★★★★★,126.77,10.65,0.63,35,"PLTS di Comptonchester, permintaan pasar tinggi",Medium: ★☆☆,4.8,4.3,5.2,South Susanmouth: industri kuat,Medium: 💵💵💵
PLTA-BANTEN-189,58712,12616,46,Kennethburgh: debit air kuat,Medium: ★★☆☆☆,246.95,14.82,0.53,44,"PLTA di South Kristen, permintaan pasar tinggi",High: ★★★★★☆☆☆,5.4,4.1,5.2,East Andrew: ekonomi agro,Low: 💵💵
PLTS-ACHD-190,82337,28173,46,West Danielchester: risiko sedang,High: ★★★★☆,170.49,12.82,0.67,13,"PLTS di South Karen, biaya logistik tinggi",Medium: ★☆☆☆,6.5,3.9,4.6,Stewartborough: pariwisata berkembang,Medium: 💵💵💵
PLTM-NTT-191,42749,11638,33,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★☆,192.37,13.33,0.59,40,"PLTM di Rodneyville, tantangan lahan",Medium: ★★★☆☆,5.3,4.1,5.3,Lake Jennifer: industri kuat,High: 💵💵💵💵
